Date,data,median,LB,UB
1/8/2023,1,NA,NA,NA
1/15/2023,1,NA,NA,NA
1/22/2023,0,NA,NA,NA
1/29/2023,0,NA,NA,NA
2/5/2023,0,NA,NA,NA
2/12/2023,0,NA,NA,NA
2/19/2023,1,NA,NA,NA
2/26/2023,0,NA,NA,NA
3/5/2023,1,NA,NA,NA
3/12/2023,1,NA,NA,NA
3/19/2023,1,NA,NA,NA
3/26/2023,1,NA,NA,NA
4/2/2023,1,NA,NA,NA
4/9/2023,2,NA,NA,NA
4/16/2023,0,NA,NA,NA
4/23/2023,0,NA,NA,NA
4/30/2023,1,NA,NA,NA
5/7/2023,0,NA,NA,NA
5/14/2023,2,NA,NA,NA
5/21/2023,2,NA,NA,NA
5/28/2023,2,NA,NA,NA
6/4/2023,1,NA,NA,NA
6/11/2023,0,NA,NA,NA
6/18/2023,0,NA,NA,NA
6/25/2023,0,NA,NA,NA
7/2/2023,0,NA,NA,NA
7/9/2023,0,NA,NA,NA
7/16/2023,0,NA,NA,NA
7/23/2023,2,NA,NA,NA
7/30/2023,0,NA,NA,NA
8/6/2023,1,NA,NA,NA
8/13/2023,0,NA,NA,NA
8/20/2023,1,NA,NA,NA
8/27/2023,0,NA,NA,NA
9/3/2023,0,NA,NA,NA
9/10/2023,3,NA,NA,NA
9/17/2023,1,NA,NA,NA
9/24/2023,5,NA,NA,NA
10/1/2023,5,NA,NA,NA
10/8/2023,1,NA,NA,NA
10/15/2023,1,NA,NA,NA
10/22/2023,0,NA,NA,NA
10/29/2023,2,NA,NA,NA
11/5/2023,1,NA,NA,NA
11/12/2023,0,NA,NA,NA
11/19/2023,0,NA,NA,NA
11/26/2023,0,NA,NA,NA
12/3/2023,1,NA,NA,NA
12/10/2023,2,NA,NA,NA
12/17/2023,3,NA,NA,NA
12/24/2023,11,NA,NA,NA
12/31/2023,4,NA,NA,NA
1/7/2024,4,NA,NA,NA
1/14/2024,2,NA,NA,NA
1/21/2024,2,NA,NA,NA
1/28/2024,5,NA,NA,NA
2/4/2024,3,NA,NA,NA
2/11/2024,14,NA,NA,NA
2/18/2024,9,NA,NA,NA
2/25/2024,6,NA,NA,NA
3/3/2024,2,NA,NA,NA
3/10/2024,10,NA,NA,NA
3/17/2024,2,NA,NA,NA
3/24/2024,NA,5.44,0.75,10.13
3/31/2024,NA,5.44,0.62,10.27
4/7/2024,NA,5.44,0.49,10.4
4/14/2024,NA,5.44,0.36,10.53
